date,price
2017-08-01 23:59:59,43.77000045776367
2017-08-02 23:59:59,43.206298828125
2017-08-03 23:59:59,43.16740036010742
2017-08-04 23:59:59,43.71310043334961
2017-08-05 23:59:59,46.91659927368164
2017-08-06 23:59:59,47.301300048828125
2017-08-07 23:59:59,46.48400115966797
2017-08-08 23:59:59,49.36830139160156
2017-08-09 23:59:59,50.22639846801758
2017-08-10 23:59:59,48.50699996948242
2017-08-11 23:59:59,47.327301025390625
2017-08-12 23:59:59,47.62350082397461
2017-08-13 23:59:59,48.07279968261719
2017-08-14 23:59:59,46.51089859008789
2017-08-15 23:59:59,45.83570098876953
2017-08-16 23:59:59,45.056400299072266
2017-08-17 23:59:59,44.832000732421875
2017-08-18 23:59:59,47.859500885009766
2017-08-19 23:59:59,47.08169937133789
2017-08-20 23:59:59,47.54610061645508
2017-08-21 23:59:59,48.74760055541992
2017-08-22 23:59:59,47.895198822021484
2017-08-23 23:59:59,54.77989959716797
2017-08-24 23:59:59,53.280399322509766
2017-08-25 23:59:59,52.13479995727539
2017-08-26 23:59:59,52.26029968261719
2017-08-27 23:59:59,64.44229888916016
2017-08-28 23:59:59,64.91999816894531
2017-08-29 23:59:59,63.28630065917969
2017-08-30 23:59:59,64.21369934082031
2017-08-31 23:59:59,72.28070068359375
2017-09-01 23:59:59,87.40589904785156
2017-09-02 23:59:59,92.06520080566406
2017-09-03 23:59:59,82.82980346679688
2017-09-04 23:59:59,76.73210144042969
2017-09-05 23:59:59,72.4437026977539
2017-09-06 23:59:59,80.63899993896484
2017-09-07 23:59:59,81.05500030517578
2017-09-08 23:59:59,80.1260986328125
2017-09-09 23:59:59,69.55380249023438
2017-09-10 23:59:59,65.95120239257812
2017-09-11 23:59:59,67.23249816894531
2017-09-12 23:59:59,70.25299835205078
2017-09-13 23:59:59,64.59700012207031
2017-09-14 23:59:59,62.426700592041016
2017-09-15 23:59:59,50.647701263427734
2017-09-16 23:59:59,52.829200744628906
2017-09-17 23:59:59,49.88180160522461
2017-09-18 23:59:59,55.614898681640625
2017-09-19 23:59:59,55.88330078125
2017-09-20 23:59:59,53.829898834228516
2017-09-21 23:59:59,52.31420135498047
2017-09-22 23:59:59,49.092098236083984
2017-09-23 23:59:59,49.78950119018555
2017-09-24 23:59:59,49.268699645996094
2017-09-25 23:59:59,52.438899993896484
2017-09-26 23:59:59,53.70249938964844
2017-09-27 23:59:59,56.54059982299805
2017-09-28 23:59:59,56.67129898071289
2017-09-29 23:59:59,54.1599006652832
2017-09-30 23:59:59,55.234500885009766
2017-10-01 23:59:59,55.161598205566406
2017-10-02 23:59:59,54.7848014831543
2017-10-03 23:59:59,53.59299850463867
2017-10-04 23:59:59,53.04610061645508
2017-10-05 23:59:59,51.865501403808594
2017-10-06 23:59:59,52.60309982299805
2017-10-07 23:59:59,52.74980163574219
2017-10-08 23:59:59,54.50510025024414
2017-10-09 23:59:59,53.38819885253906
2017-10-10 23:59:59,51.67129898071289
2017-10-11 23:59:59,51.13639831542969
2017-10-12 23:59:59,60.107601165771484
2017-10-13 23:59:59,60.961700439453125
2017-10-14 23:59:59,66.19300079345703
2017-10-15 23:59:59,70.09380340576172
2017-10-16 23:59:59,66.33580017089844
2017-10-17 23:59:59,64.69550323486328
2017-10-18 23:59:59,61.74760055541992
2017-10-19 23:59:59,61.292198181152344
2017-10-20 23:59:59,61.88420104980469
2017-10-21 23:59:59,60.520999908447266
2017-10-22 23:59:59,58.650699615478516
2017-10-23 23:59:59,56.77069854736328
2017-10-24 23:59:59,59.10129928588867
2017-10-25 23:59:59,56.580101013183594
2017-10-26 23:59:59,57.14540100097656
2017-10-27 23:59:59,56.25400161743164
2017-10-28 23:59:59,56.13180160522461
2017-10-29 23:59:59,57.75199890136719
2017-10-30 23:59:59,58.549598693847656
2017-10-31 23:59:59,56.78710174560547
2017-11-01 23:59:59,55.740699768066406
2017-11-02 23:59:59,55.27750015258789
2017-11-03 23:59:59,56.29209899902344
2017-11-04 23:59:59,56.36880111694336
2017-11-05 23:59:59,55.47679901123047
2017-11-06 23:59:59,56.173099517822266
2017-11-07 23:59:59,63.81050109863281
2017-11-08 23:59:59,64.06500244140625
2017-11-09 23:59:59,66.83830261230469
2017-11-10 23:59:59,65.89640045166016
2017-11-11 23:59:59,63.71160125732422
2017-11-12 23:59:59,62.309200286865234
2017-11-13 23:59:59,62.764400482177734
2017-11-14 23:59:59,63.812400817871094
2017-11-15 23:59:59,65.52469635009766
2017-11-16 23:59:59,72.4791030883789
2017-11-17 23:59:59,71.11840057373047
2017-11-18 23:59:59,69.7656021118164
2017-11-19 23:59:59,72.98079681396484
2017-11-20 23:59:59,72.91840362548828
2017-11-21 23:59:59,72.53450012207031
2017-11-22 23:59:59,71.95099639892578
2017-11-23 23:59:59,76.39679718017578
2017-11-24 23:59:59,77.96829986572266
2017-11-25 23:59:59,89.36720275878906
2017-11-26 23:59:59,88.93930053710938
2017-11-27 23:59:59,93.28620147705078
2017-11-28 23:59:59,96.03379821777344
2017-11-29 23:59:59,104.60900115966797
2017-11-30 23:59:59,93.53990173339844
2017-12-01 23:59:59,100.41200256347656
2017-12-02 23:59:59,103.79499816894531
2017-12-03 23:59:59,106.39099884033203
2017-12-04 23:59:59,104.23600006103516
2017-12-05 23:59:59,104.3030014038086
2017-12-06 23:59:59,104.81800079345703
2017-12-07 23:59:59,101.34300231933594
2017-12-08 23:59:59,133.07000732421875
2017-12-09 23:59:59,171.55099487304688
2017-12-10 23:59:59,155.6269989013672
2017-12-11 23:59:59,225.28700256347656
