date,price
2017-08-01 23:59:59,0.10626599937677383
2017-08-02 23:59:59,0.10121099650859833
2017-08-03 23:59:59,0.10697799921035767
2017-08-04 23:59:59,0.10775599628686905
2017-08-05 23:59:59,0.14465300738811493
2017-08-06 23:59:59,0.13298800587654114
2017-08-07 23:59:59,0.1497649997472763
2017-08-08 23:59:59,0.22692500054836273
2017-08-09 23:59:59,0.2606250047683716
2017-08-10 23:59:59,0.3499760031700134
2017-08-11 23:59:59,0.40965399146080017
2017-08-12 23:59:59,0.47599199414253235
2017-08-13 23:59:59,1.0226399898529053
2017-08-14 23:59:59,1.4633899927139282
2017-08-15 23:59:59,1.3789199590682983
2017-08-16 23:59:59,1.452720046043396
2017-08-17 23:59:59,2.1113100051879883
2017-08-18 23:59:59,2.754120111465454
2017-08-19 23:59:59,2.334399938583374
2017-08-20 23:59:59,2.6894400119781494
2017-08-21 23:59:59,2.9089200496673584
2017-08-22 23:59:59,2.72445011138916
2017-08-23 23:59:59,2.9554500579833984
2017-08-24 23:59:59,2.6639699935913086
2017-08-25 23:59:59,2.7299699783325195
2017-08-26 23:59:59,2.5388400554656982
2017-08-27 23:59:59,2.3135499954223633
2017-08-28 23:59:59,2.1674299240112305
2017-08-29 23:59:59,2.327579975128174
2017-08-30 23:59:59,2.3653500080108643
2017-08-31 23:59:59,2.4081499576568604
2017-09-01 23:59:59,2.3889899253845215
2017-09-02 23:59:59,2.8492701053619385
2017-09-03 23:59:59,2.0192999839782715
2017-09-04 23:59:59,1.5766500234603882
2017-09-05 23:59:59,1.1194499731063843
2017-09-06 23:59:59,1.1713000535964966
2017-09-07 23:59:59,1.508270025253296
2017-09-08 23:59:59,1.4039299488067627
2017-09-09 23:59:59,1.0337799787521362
2017-09-10 23:59:59,1.0027600526809692
2017-09-11 23:59:59,1.101699948310852
2017-09-12 23:59:59,1.208240032196045
2017-09-13 23:59:59,1.0428999662399292
2017-09-14 23:59:59,0.950177013874054
2017-09-15 23:59:59,0.8492169976234436
2017-09-16 23:59:59,0.9271969795227051
2017-09-17 23:59:59,0.8147969841957092
2017-09-18 23:59:59,0.9370290040969849
2017-09-19 23:59:59,0.9091320037841797
2017-09-20 23:59:59,0.8163840174674988
2017-09-21 23:59:59,0.7817749977111816
2017-09-22 23:59:59,0.7401540279388428
2017-09-23 23:59:59,0.777400016784668
2017-09-24 23:59:59,0.7883470058441162
2017-09-25 23:59:59,0.936568021774292
2017-09-26 23:59:59,0.9400820136070251
2017-09-27 23:59:59,1.2013800144195557
2017-09-28 23:59:59,1.4330699443817139
2017-09-29 23:59:59,1.366979956626892
2017-09-30 23:59:59,1.3077199459075928
2017-10-01 23:59:59,1.5289499759674072
2017-10-02 23:59:59,1.9828699827194214
2017-10-03 23:59:59,2.032949924468994
2017-10-04 23:59:59,1.8574700355529785
2017-10-05 23:59:59,1.7351900339126587
2017-10-06 23:59:59,1.7135800123214722
2017-10-07 23:59:59,1.6052600145339966
2017-10-08 23:59:59,1.6040799617767334
2017-10-09 23:59:59,1.577430009841919
2017-10-10 23:59:59,1.4691100120544434
2017-10-11 23:59:59,1.4561599493026733
2017-10-12 23:59:59,1.4401899576187134
2017-10-13 23:59:59,1.5116599798202515
2017-10-14 23:59:59,1.5381900072097778
2017-10-15 23:59:59,1.6794099807739258
2017-10-16 23:59:59,1.5999200344085693
2017-10-17 23:59:59,1.4735499620437622
2017-10-18 23:59:59,1.4208600521087646
2017-10-19 23:59:59,1.3536100387573242
2017-10-20 23:59:59,1.3728100061416626
2017-10-21 23:59:59,1.2693500518798828
2017-10-22 23:59:59,1.2994500398635864
2017-10-23 23:59:59,1.2781000137329102
2017-10-24 23:59:59,1.3790600299835205
2017-10-25 23:59:59,1.2692699432373047
2017-10-26 23:59:59,1.2609699964523315
2017-10-27 23:59:59,1.2172800302505493
2017-10-28 23:59:59,1.2042900323867798
2017-10-29 23:59:59,1.2607300281524658
2017-10-30 23:59:59,1.358590006828308
2017-10-31 23:59:59,1.4103800058364868
2017-11-01 23:59:59,1.3351600170135498
2017-11-02 23:59:59,1.372439980506897
2017-11-03 23:59:59,1.480370044708252
2017-11-04 23:59:59,1.69992995262146
2017-11-05 23:59:59,1.6371899843215942
2017-11-06 23:59:59,1.6650400161743164
2017-11-07 23:59:59,1.8181899785995483
2017-11-08 23:59:59,2.055180072784424
2017-11-09 23:59:59,2.1742300987243652
2017-11-10 23:59:59,2.069469928741455
2017-11-11 23:59:59,1.9177500009536743
2017-11-12 23:59:59,1.6727999448776245
2017-11-13 23:59:59,1.7350200414657593
2017-11-14 23:59:59,1.7353700399398804
2017-11-15 23:59:59,1.6249799728393555
2017-11-16 23:59:59,1.6822199821472168
2017-11-17 23:59:59,1.5826599597930908
2017-11-18 23:59:59,1.6767799854278564
2017-11-19 23:59:59,1.7012300491333008
2017-11-20 23:59:59,1.6606500148773193
2017-11-21 23:59:59,1.6596699953079224
2017-11-22 23:59:59,1.6213699579238892
2017-11-23 23:59:59,1.6166800260543823
2017-11-24 23:59:59,1.820180058479309
2017-11-25 23:59:59,1.9576400518417358
2017-11-26 23:59:59,1.9353100061416626
2017-11-27 23:59:59,1.9472700357437134
2017-11-28 23:59:59,1.9588500261306763
2017-11-29 23:59:59,2.0515899658203125
2017-11-30 23:59:59,2.052910089492798
2017-12-01 23:59:59,2.137010097503662
2017-12-02 23:59:59,2.1156599521636963
2017-12-03 23:59:59,2.381150007247925
2017-12-04 23:59:59,2.5770299434661865
2017-12-05 23:59:59,2.731790065765381
2017-12-06 23:59:59,2.7788100242614746
